Blockbuster,Crime/Mystery,Factual,Fantasy/SciFi,Feel Good,STARS,Thrill Factor,Title,Title with year removed,Type,Url,Words In Title,Year,Year  Filter,Year  Filter (copy),Action,Adult,Adventure,Animation,Biography,Comedy,Crime,Documentary,Drama,Duration,Family,Fantasy,Film Noir,Game Show,History,Horror,Imdb Rating,Music,Musical,Mystery,News,Number of Records,Rating Count,Reality TV,Romance,Sci Fi,Short,Sport,Talk Show,Thriller,War,Western
Yes,No,No,No,No,4.5 stars,No,Einer flog über das Kuckucksnest (1975),Einer flog über das Kuckucksnest ,video.movie,http://www.imdb.com/title/tt0073486/,einer flog ber das kuckucksnest,"1,975",1975,1975,0,0,0,0,0,0,0,0,1,7980,0,0,0,0,0,0,8.8,0,0,0,0,1,492141,0,0,0,0,0,0,0,0,0
Yes,No,No,No,No,4.5 stars,No,Network (1976),Network ,video.movie,http://www.imdb.com/title/tt0074958/,network,"1,976",1976,1976,0,0,0,0,0,0,0,0,1,7260,0,0,0,0,0,0,8.2,0,0,0,0,1,75434,0,0,0,0,0,0,0,0,0
Yes,No,Yes,No,No,4.5 stars,No,Rocky (1976),Rocky ,video.movie,http://www.imdb.com/title/tt0075148/,rocky,"1,976",1976,1976,0,0,0,0,0,0,0,0,1,7140,0,0,0,0,0,0,8.1,0,0,0,0,1,243942,0,0,0,0,1,0,0,0,0
Yes,Yes,No,No,No,4.5 stars,No,Taxi Driver (1976),Taxi Driver ,video.movie,http://www.imdb.com/title/tt0075314/,taxi driver,"1,976",1976,1976,0,0,0,0,0,0,1,0,1,6780,0,0,0,0,0,0,8.4,0,0,0,0,1,351181,0,0,0,0,0,0,0,0,0
No,No,No,No,Yes,4.5 stars,No,Der Stadtneurotiker (1977),Der Stadtneurotiker ,video.movie,http://www.imdb.com/title/tt0075686/,der stadtneurotiker,"1,977",1977,1977,0,0,0,0,0,1,0,0,0,5580,0,0,0,0,0,0,8.2,0,0,0,0,1,138617,0,1,0,0,0,0,0,0,0
Yes,No,No,Yes,No,4.5 stars,No,Krieg der Sterne (1977),Krieg der Sterne ,video.movie,http://www.imdb.com/title/tt0076759/,krieg der sterne,"1,977",1977,1977,1,0,1,0,0,0,0,0,0,7260,0,1,0,0,0,0,8.7,0,0,0,0,1,631839,0,0,0,0,0,0,0,0,0
Yes,No,No,No,No,4.5 stars,No,Die durch die Hölle gehen (1978),Die durch die Hölle gehen ,video.movie,http://www.imdb.com/title/tt0077416/,die durch die h lle gehen,"1,978",1978,1978,0,0,0,0,0,0,0,0,1,10920,0,0,0,0,0,0,8.2,0,0,0,0,1,174642,0,0,0,0,0,0,0,1,0
No,No,No,Yes,No,4.5 stars,Yes,Alien - Das unheimliche Wesen aus einer fremden Welt (1979),Alien - Das unheimliche Wesen aus einer fremden Welt ,video.movie,http://www.imdb.com/title/tt0078748/,alien das unheimliche wesen aus einer fremden welt,"1,979",1979,1979,0,0,0,0,0,0,0,0,0,7020,0,0,0,0,0,1,8.5,0,0,0,0,1,391737,0,0,1,0,0,0,0,0,0
Yes,No,No,No,No,4.5 stars,No,Apocalypse Now (1979),Apocalypse Now ,video.movie,http://www.imdb.com/title/tt0078788/,apocalypse now,"1,979",1979,1979,0,0,0,0,0,0,0,0,1,9180,0,0,0,0,0,0,8.5,0,0,0,0,1,333178,0,0,0,0,0,0,0,1,0
No,No,No,No,Yes,4.5 stars,No,Das Leben des Brian (1979),Das Leben des Brian ,video.movie,http://www.imdb.com/title/tt0079470/,das leben des brian,"1,979",1979,1979,0,0,0,0,0,1,0,0,0,5640,0,0,0,0,0,0,8.2,0,0,0,0,1,198548,0,0,0,0,0,0,0,0,0
Yes,No,No,Yes,No,4.5 stars,No,Stalker (1979),Stalker ,video.movie,http://www.imdb.com/title/tt0079944/,stalker,"1,979",1979,1979,0,0,0,0,0,0,0,0,1,9780,0,0,0,0,0,0,8.2,0,0,0,0,1,47589,0,0,1,0,0,0,0,0,0
Yes,No,Yes,No,No,4.5 stars,No,Der Elefantenmensch (1980),Der Elefantenmensch ,video.movie,http://www.imdb.com/title/tt0080678/,der elefantenmensch,"1,980",1980,1980,0,0,0,0,1,0,0,0,1,7440,0,0,0,0,0,0,8.3,0,0,0,0,1,120156,0,0,0,0,0,0,0,0,0
Yes,No,No,Yes,No,4.5 stars,No,Das Imperium schlägt zurück (1980),Das Imperium schlägt zurück ,video.movie,http://www.imdb.com/title/tt0080684/,das imperium schl gt zur ck,"1,980",1980,1980,1,0,1,0,0,0,0,0,0,7440,0,0,0,0,0,0,8.8,0,0,0,0,1,563252,0,0,1,0,0,0,0,0,0
Yes,No,Yes,No,No,4.5 stars,No,Wie ein wilder Stier (1980),Wie ein wilder Stier ,video.movie,http://www.imdb.com/title/tt0081398/,wie ein wilder stier,"1,980",1980,1980,0,0,0,0,1,0,0,0,1,7740,0,0,0,0,0,0,8.3,0,0,0,0,1,172854,0,0,0,0,1,0,0,0,0
No,No,No,No,No,4.5 stars,Yes,Shining (1980),Shining ,video.movie,http://www.imdb.com/title/tt0081505/,shining,"1,980",1980,1980,0,0,0,0,0,0,0,0,0,8640,0,0,0,0,0,1,8.5,0,0,0,0,1,418163,0,0,0,0,0,0,0,0,0
Yes,No,No,No,No,4.5 stars,No,Das Boot (1981),Das Boot ,video.movie,http://www.imdb.com/title/tt0082096/,das boot,"1,981",1981,1981,1,0,1,0,0,0,0,0,1,8940,0,0,0,0,0,0,8.5,0,0,0,0,1,127022,0,0,0,0,0,0,0,0,0
Yes,No,No,No,No,4.5 stars,No,Jäger des verlorenen Schatzes (1981),Jäger des verlorenen Schatzes ,video.movie,http://www.imdb.com/title/tt0082971/,j ger des verlorenen schatzes,"1,981",1981,1981,1,0,1,0,0,0,0,0,0,6900,0,0,0,0,0,0,8.6,0,0,0,0,1,473742,0,0,0,0,0,0,0,0,0
Yes,No,No,Yes,No,4.5 stars,Yes,Der Blade Runner (1982),Der Blade Runner ,video.movie,http://www.imdb.com/title/tt0083658/,der blade runner,"1,982",1982,1982,0,0,0,0,0,0,0,0,1,7020,0,0,0,0,0,0,8.3,0,0,0,0,1,350268,0,0,1,0,0,0,1,0,0
Yes,No,No,No,No,4.5 stars,No,Fanny und Alexander (1982),Fanny und Alexander ,video.movie,http://www.imdb.com/title/tt0083922/,fanny und alexander,"1,982",1982,1982,0,0,0,0,0,0,0,0,1,11280,0,0,0,0,0,0,8.2,0,0,0,0,1,30266,0,0,0,0,0,0,0,0,0
Yes,No,Yes,No,No,4.5 stars,No,Gandhi (1982),Gandhi ,video.movie,http://www.imdb.com/title/tt0083987/,gandhi,"1,982",1982,1982,0,0,0,0,1,0,0,0,1,11460,0,0,0,0,1,0,8.1,0,0,0,0,1,121887,0,0,0,0,0,0,0,0,0
No,Yes,No,Yes,No,4.5 stars,Yes,Das Ding aus einer anderen Welt (1982),Das Ding aus einer anderen Welt ,video.movie,http://www.imdb.com/title/tt0084787/,das ding aus einer anderen welt,"1,982",1982,1982,0,0,0,0,0,0,0,0,0,6540,0,0,0,0,0,1,8.2,0,0,1,0,1,188733,0,0,1,0,0,0,0,0,0
No,No,No,No,Yes,4.5 stars,No,Fröhliche Weihnachten (1983),Fröhliche Weihnachten ,video.movie,http://www.imdb.com/title/tt0085334/,fr hliche weihnachten,"1,983",1983,1983,0,0,0,0,0,1,0,0,0,5640,1,0,0,0,0,0,8.1,0,0,0,0,1,85811,0,0,0,0,0,0,0,0,0
Yes,No,No,Yes,No,4.5 stars,No,Die Rückkehr der Jedi-Ritter (1983),Die Rückkehr der Jedi-Ritter ,video.movie,http://www.imdb.com/title/tt0086190/,die r ckkehr der jedi ritter,"1,983",1983,1983,1,0,1,0,0,0,0,0,0,8040,0,1,0,0,0,0,8.4,0,0,0,0,1,445123,0,0,0,0,0,0,0,0,0
Yes,No,Yes,No,Yes,0.5 stars,No,Scarface - Toni\,,1983,scarface toni das narbengesicht,das Narbengesicht (1983),"10,200",10200,10200,2,0,0,0,0,0,0,1,0,379114,1,0,0,0,0,0,,0,0,0,0,1,8.3,0,0,0,0,0,0,0,0,0
Yes,No,Yes,No,No,4.5 stars,No,Amadeus (1984),Amadeus ,video.movie,http://www.imdb.com/title/tt0086879/,amadeus,"1,984",1984,1984,0,0,0,0,1,0,0,0,1,9600,0,0,0,0,0,0,8.4,1,0,0,0,1,198201,0,0,0,0,0,0,0,0,0
Yes,No,No,No,Yes,4.5 stars,No,Nausicaä - Prinzessin aus dem Tal der Winde (1984),Nausicaä - Prinzessin aus dem Tal der Winde ,video.movie,http://www.imdb.com/title/tt0087544/,nausica prinzessin aus dem tal der winde,"1,984",1984,1984,1,0,1,1,0,0,0,0,0,7020,0,0,0,0,0,0,8.2,0,0,0,0,1,60197,0,0,0,0,0,0,0,0,0
Yes,Yes,No,No,No,4.5 stars,No,Es war einmal in Amerika (1984),Es war einmal in Amerika ,video.movie,http://www.imdb.com/title/tt0087843/,es war einmal in amerika,"1,984",1984,1984,0,0,0,0,0,0,1,0,1,13740,0,0,0,0,0,0,8.4,0,0,0,0,1,159607,0,0,0,0,0,0,0,0,0
Yes,No,No,Yes,No,4.5 stars,No,Terminator (1984),Terminator ,video.movie,http://www.imdb.com/title/tt0088247/,terminator,"1,984",1984,1984,1,0,0,0,0,0,0,0,0,6420,0,0,0,0,0,0,8.1,0,0,0,0,1,413108,0,0,1,0,0,0,0,0,0
Yes,No,No,Yes,Yes,4.5 stars,No,Zurück in die Zukunft (1985),Zurück in die Zukunft ,video.movie,http://www.imdb.com/title/tt0088763/,zur ck in die zukunft,"1,985",1985,1985,0,0,1,0,0,1,0,0,0,6960,0,0,0,0,0,0,8.5,0,0,0,0,1,478445,0,0,1,0,0,0,0,0,0
Yes,No,No,No,No,4.5 stars,No,Ran (1985),Ran ,video.movie,http://www.imdb.com/title/tt0089881/,ran,"1,985",1985,1985,1,0,0,0,0,0,0,0,1,9720,0,0,0,0,0,0,8.3,0,0,0,0,1,58697,0,0,0,0,0,0,0,1,0
Yes,No,No,Yes,No,4.5 stars,No,Aliens - Die Rückkehr (1986),Aliens - Die Rückkehr ,video.movie,http://www.imdb.com/title/tt0090605/,aliens die r ckkehr,"1,986",1986,1986,1,0,1,0,0,0,0,0,0,8220,0,0,0,0,0,0,8.5,0,0,0,0,1,353899,0,0,1,0,0,0,0,0,0
Yes,No,No,No,No,4.5 stars,No,Platoon (1986),Platoon ,video.movie,http://www.imdb.com/title/tt0091763/,platoon,"1,986",1986,1986,1,0,0,0,0,0,0,0,1,7200,0,0,0,0,0,0,8.2,0,0,0,0,1,217699,0,0,0,0,0,0,0,1,0
Yes,No,No,No,No,4.5 stars,No,Stand by Me - Das Geheimnis eines Sommers (1986),Stand by Me - Das Geheimnis eines Sommers ,video.movie,http://www.imdb.com/title/tt0092005/,stand by me das geheimnis eines sommers,"1,986",1986,1986,0,0,1,0,0,0,0,0,1,5340,0,0,0,0,0,0,8.2,0,0,0,0,1,198139,0,0,0,0,0,0,0,0,0
Yes,No,No,No,Yes,4.5 stars,No,Das Schloss im Himmel (1986),Das Schloss im Himmel ,video.movie,http://www.imdb.com/title/tt0092067/,das schloss im himmel,"1,986",1986,1986,1,0,1,1,0,0,0,0,0,7440,0,0,0,0,0,0,8.1,0,0,0,0,1,61387,0,0,0,0,0,0,0,0,0
Yes,No,No,No,No,4.5 stars,No,Full Metal Jacket (1987),Full Metal Jacket ,video.movie,http://www.imdb.com/title/tt0093058/,full metal jacket,"1,987",1987,1987,0,0,0,0,0,0,0,0,1,6960,0,0,0,0,0,0,8.4,0,0,0,0,1,334586,0,0,0,0,0,0,0,1,0
Yes,No,No,No,Yes,4.5 stars,No,Die Braut des Prinzen (1987),Die Braut des Prinzen ,video.movie,http://www.imdb.com/title/tt0093779/,die braut des prinzen,"1,987",1987,1987,0,0,1,0,0,1,0,0,0,5880,1,0,0,0,0,0,8.2,0,0,0,0,1,222749,0,0,0,0,0,0,0,0,0
Yes,No,No,No,No,4.5 stars,Yes,Stirb langsam (1988),Stirb langsam ,video.movie,http://www.imdb.com/title/tt0095016/,stirb langsam,"1,988",1988,1988,1,0,0,0,0,0,0,0,0,7860,0,0,0,0,0,0,8.3,0,0,0,0,1,431906,0,0,0,0,0,0,1,0,0
Yes,No,No,No,Yes,4.5 stars,No,Die letzten Leuchtkäfer (1988),Die letzten Leuchtkäfer ,video.movie,http://www.imdb.com/title/tt0095327/,die letzten leuchtk fer,"1,988",1988,1988,0,0,0,1,0,0,0,0,1,5340,0,0,0,0,0,0,8.5,0,0,0,0,1,85046,0,0,0,0,0,0,0,1,0
Yes,No,No,No,No,4.5 stars,No,Cinema Paradiso (1988),Cinema Paradiso ,video.movie,http://www.imdb.com/title/tt0095765/,cinema paradiso,"1,988",1988,1988,0,0,0,0,0,0,0,0,1,9300,0,0,0,0,0,0,8.5,0,0,0,0,1,103093,0,0,0,0,0,0,0,0,0
No,No,No,Yes,Yes,4.5 stars,No,Mein Nachbar Totoro (1988),Mein Nachbar Totoro ,video.movie,http://www.imdb.com/title/tt0096283/,mein nachbar totoro,"1,988",1988,1988,0,0,0,1,0,0,0,0,0,5160,1,1,0,0,0,0,8.3,0,0,0,0,1,101445,0,0,0,0,0,0,0,0,0
Yes,No,No,No,No,4.5 stars,No,Indiana Jones und der letzte Kreuzzug (1989),Indiana Jones und der letzte Kreuzzug ,video.movie,http://www.imdb.com/title/tt0097576/,indiana jones und der letzte kreuzzug,"1,989",1989,1989,1,0,1,0,0,0,0,0,0,7620,0,0,0,0,0,0,8.3,0,0,0,0,1,364585,0,0,0,0,0,0,0,0,0
Yes,Yes,Yes,No,No,4.5 stars,No,GoodFellas - Drei Jahrzehnte in der Mafia (1990),GoodFellas - Drei Jahrzehnte in der Mafia ,video.movie,http://www.imdb.com/title/tt0099685/,goodfellas drei jahrzehnte in der mafia,"1,990",1990,1990,0,0,0,0,1,0,1,0,1,8760,0,0,0,0,0,0,8.8,0,0,0,0,1,515242,0,0,0,0,0,0,0,0,0
No,No,No,Yes,Yes,4.5 stars,No,Die Schöne und das Biest (1991),Die Schöne und das Biest ,video.movie,http://www.imdb.com/title/tt0101414/,die sch ne und das biest,"1,991",1991,1991,0,0,0,1,0,0,0,0,0,5040,1,1,0,0,0,0,8.1,0,0,0,0,1,208331,0,0,0,0,0,0,0,0,0
Yes,Yes,No,No,No,4.5 stars,Yes,Das Schweigen der Lämmer (1991),Das Schweigen der Lämmer ,video.movie,http://www.imdb.com/title/tt0102926/,das schweigen der l mmer,"1,991",1991,1991,0,0,0,0,0,0,1,0,1,7080,0,0,0,0,0,0,8.6,0,0,0,0,1,584102,0,0,0,0,0,0,1,0,0
Yes,No,No,Yes,No,4.5 stars,Yes,Terminator 2 - Tag der Abrechnung (1991),Terminator 2 - Tag der Abrechnung ,video.movie,http://www.imdb.com/title/tt0103064/,terminator tag der abrechnung,"1,991",1991,1991,1,0,0,0,0,0,0,0,0,8220,0,0,0,0,0,0,8.5,0,0,0,0,1,523543,0,0,1,0,0,0,1,0,0
No,Yes,No,No,No,4.5 stars,Yes,Reservoir Dogs - Wilde Hunde (1992),Reservoir Dogs - Wilde Hunde ,video.movie,http://www.imdb.com/title/tt0105236/,reservoir dogs wilde hunde,"1,992",1992,1992,0,0,0,0,0,0,1,0,0,5940,0,0,0,0,0,0,8.4,0,0,0,0,1,454684,0,0,0,0,0,0,1,0,0
Yes,No,No,No,No,4.5 stars,No,Erbarmungslos (1992),Erbarmungslos ,video.movie,http://www.imdb.com/title/tt0105695/,erbarmungslos,"1,992",1992,1992,0,0,0,0,0,0,0,0,0,7860,0,0,0,0,0,0,8.3,0,0,0,0,1,205938,0,0,0,0,0,0,0,0,1
Yes,No,No,Yes,Yes,4.5 stars,No,...und täglich grüßt das Murmeltier (1993),...und täglich grüßt das Murmeltier ,video.movie,http://www.imdb.com/title/tt0107048/,und t glich gr t das murmeltier,"1,993",1993,1993,0,0,0,0,0,1,0,0,1,6060,0,1,0,0,0,0,8.1,0,0,0,0,1,309177,0,0,0,0,0,0,0,0,0
Yes,No,Yes,No,No,4.5 stars,Yes,Im Namen des Vaters (1993),Im Namen des Vaters ,video.movie,http://www.imdb.com/title/tt0107207/,im namen des vaters,"1,993",1993,1993,0,0,0,0,1,0,0,0,1,7980,0,0,0,0,0,0,8.2,0,0,0,0,1,74591,0,0,0,0,0,0,1,0,0
Yes,No,Yes,No,No,4.5 stars,No,Schindlers Liste (1993),Schindlers Liste ,video.movie,http://www.imdb.com/title/tt0108052/,schindlers liste,"1,993",1993,1993,0,0,0,0,1,0,0,0,1,11700,0,0,0,0,1,0,8.9,0,0,0,0,1,599579,0,0,0,0,0,0,0,0,0
Yes,No,No,No,Yes,4.5 stars,No,Forrest Gump (1994),Forrest Gump ,video.movie,http://www.imdb.com/title/tt0109830/,forrest gump,"1,994",1994,1994,0,0,0,0,0,0,0,0,1,8520,0,0,0,0,0,0,8.8,0,0,0,0,1,799314,0,1,0,0,0,0,0,0,0
Yes,No,No,No,Yes,4.5 stars,No,Der König der Löwen (1994),Der König der Löwen ,video.movie,http://www.imdb.com/title/tt0110357/,der k nig der l wen,"1,994",1994,1994,0,0,1,1,0,0,0,0,1,5340,0,0,0,0,0,0,8.5,0,0,0,0,1,408078,0,0,0,0,0,0,0,0,0
Yes,Yes,No,No,No,4.5 stars,Yes,Léon - Der Profi (1994),Léon - Der Profi ,video.movie,http://www.imdb.com/title/tt0110413/,l on der profi,"1,994",1994,1994,0,0,0,0,0,0,1,0,1,6600,0,0,0,0,0,0,8.6,0,0,0,0,1,501117,0,0,0,0,0,0,1,0,0
Yes,Yes,No,No,No,5 stars,Yes,Pulp Fiction (1994),Pulp Fiction ,video.movie,http://www.imdb.com/title/tt0110912/,pulp fiction,"1,994",1994,1994,0,0,0,0,0,0,1,0,1,9240,0,0,0,0,0,0,9.0,0,0,0,0,1,911042,0,0,0,0,0,0,1,0,0
Yes,Yes,No,No,No,5 stars,No,Die Verurteilten (1994),Die Verurteilten ,video.movie,http://www.imdb.com/title/tt0111161/,die verurteilten,"1,994",1994,1994,0,0,0,0,0,0,1,0,1,8520,0,0,0,0,0,0,9.3,0,0,0,0,1,1183395,0,0,0,0,0,0,0,0,0
Yes,Yes,No,No,Yes,4.5 stars,No,Drei Farben - Rot (1994),Drei Farben - Rot ,video.movie,http://www.imdb.com/title/tt0111495/,drei farben rot,"1,994",1994,1994,0,0,0,0,0,0,0,0,1,5940,0,0,0,0,0,0,8.1,0,0,1,0,1,47730,0,1,0,0,0,0,0,0,0
Yes,No,No,No,Yes,4.5 stars,No,Before Sunrise - Zwischenstopp in Wien (1995),Before Sunrise - Zwischenstopp in Wien ,video.movie,http://www.imdb.com/title/tt0112471/,before sunrise zwischenstopp in wien,"1,995",1995,1995,0,0,0,0,0,0,0,0,1,6300,0,0,0,0,0,0,8.1,0,0,0,0,1,119333,0,1,0,0,0,0,0,0,0
Yes,No,Yes,No,No,4.5 stars,No,Braveheart (1995),Braveheart ,video.movie,http://www.imdb.com/title/tt0112573/,braveheart,"1,995",1995,1995,1,0,0,0,1,0,0,0,1,10620,0,0,0,0,0,0,8.4,0,0,0,0,1,523797,0,0,0,0,0,0,0,0,0
Yes,Yes,Yes,No,No,4.5 stars,No,Casino (1995),Casino ,video.movie,http://www.imdb.com/title/tt0112641/,casino,"1,995",1995,1995,0,0,0,0,1,0,1,0,1,10680,0,0,0,0,0,0,8.2,0,0,0,0,1,236730,0,0,0,0,0,0,0,0,0
Yes,No,No,No,No,4.5 stars,No,Hass (1995),Hass ,video.movie,http://www.imdb.com/title/tt0113247/,hass,"1,995",1995,1995,0,0,0,0,0,0,0,0,1,5880,0,0,0,0,0,0,8.1,0,0,0,0,1,72274,0,0,0,0,0,0,0,0,0
Yes,Yes,No,No,No,4.5 stars,No,Heat (1995),Heat ,video.movie,http://www.imdb.com/title/tt0113277/,heat,"1,995",1995,1995,1,0,0,0,0,0,1,0,1,10200,0,0,0,0,0,0,8.3,0,0,0,0,1,324264,0,0,0,0,0,0,0,0,0
No,Yes,No,No,No,4.5 stars,Yes,Sieben (1995),Sieben ,video.movie,http://www.imdb.com/title/tt0114369/,sieben,"1,995",1995,1995,0,0,0,0,0,0,1,0,0,7620,0,0,0,0,0,0,8.7,0,0,1,0,1,691425,0,0,0,0,0,0,1,0,0
Yes,No,No,No,Yes,4.5 stars,No,Toy Story (1995),Toy Story ,video.movie,http://www.imdb.com/title/tt0114709/,toy story,"1,995",1995,1995,0,0,1,1,0,1,0,0,0,4860,0,0,0,0,0,0,8.3,0,0,0,0,1,410650,0,0,0,0,0,0,0,0,0
No,Yes,No,Yes,No,4.5 stars,Yes,12 Monkeys (1995),12 Monkeys ,video.movie,http://www.imdb.com/title/tt0114746/,monkeys,"1,995",1995,1995,0,0,0,0,0,0,0,0,0,7740,0,0,0,0,0,0,8.1,0,0,1,0,1,342200,0,0,1,0,0,0,1,0,0
Yes,No,No,No,Yes,4.5 stars,No,Underground (1995),Underground ,video.movie,http://www.imdb.com/title/tt0114787/,underground,"1,995",1995,1995,0,0,0,0,0,1,0,0,1,10200,0,0,0,0,0,0,8.2,0,0,0,0,1,30610,0,0,0,0,0,0,0,1,0
No,Yes,No,No,No,4.5 stars,Yes,Die üblichen Verdächtigen (1995),Die üblichen Verdächtigen ,video.movie,http://www.imdb.com/title/tt0114814/,die blichen verd chtigen,"1,995",1995,1995,0,0,0,0,0,0,1,0,0,6360,0,0,0,0,0,0,8.7,0,0,1,0,1,523742,0,0,0,0,0,0,1,0,0
Yes,Yes,No,No,No,4.5 stars,Yes,Fargo - Blutiger Schnee (1996),Fargo - Blutiger Schnee ,video.movie,http://www.imdb.com/title/tt0116282/,fargo blutiger schnee,"1,996",1996,1996,0,0,0,0,0,0,1,0,1,5880,0,0,0,0,0,0,8.2,0,0,0,0,1,310335,0,0,0,0,0,0,1,0,0
Yes,Yes,No,No,No,4.5 stars,No,Trainspotting - Neue Helden (1996),Trainspotting - Neue Helden ,video.movie,http://www.imdb.com/title/tt0117951/,trainspotting neue helden,"1,996",1996,1996,0,0,0,0,0,0,1,0,1,5640,0,0,0,0,0,0,8.2,0,0,0,0,1,343921,0,0,0,0,0,0,0,0,0
Yes,No,No,No,Yes,4.5 stars,No,In the Mood for Love - Der Klang der Liebe (2000),In the Mood for Love - Der Klang der Liebe ,video.movie,http://www.imdb.com/title/tt0118694/,in the mood for love der klang der liebe,"2,000",2000,2000,0,0,0,0,0,0,0,0,1,5880,0,0,0,0,0,0,8.1,0,0,0,0,1,55016,0,1,0,0,0,0,0,0,0
No,Yes,No,No,Yes,4.5 stars,No,The Big Lebowski (1998),The Big Lebowski ,video.movie,http://www.imdb.com/title/tt0118715/,the big lebowski,"1,998",1998,1998,0,0,0,0,0,1,1,0,0,7020,0,0,0,0,0,0,8.2,0,0,0,0,1,380503,0,0,0,0,0,0,0,0,0
Yes,No,No,No,Yes,4.5 stars,No,Das Leben ist schön (1997),Das Leben ist schön ,video.movie,http://www.imdb.com/title/tt0118799/,das leben ist sch n,"1,997",1997,1997,0,0,0,0,0,1,0,0,1,6960,0,0,0,0,0,0,8.6,0,0,0,0,1,266261,0,1,0,0,0,0,0,0,0
Yes,No,No,No,No,4.5 stars,No,Good Will Hunting - Der gute Will Hunting (1997),Good Will Hunting - Der gute Will Hunting ,video.movie,http://www.imdb.com/title/tt0119217/,good will hunting der gute will hunting,"1,997",1997,1997,0,0,0,0,0,0,0,0,1,7560,0,0,0,0,0,0,8.2,0,0,0,0,1,414269,0,0,0,0,0,0,0,0,0
Yes,Yes,No,No,No,4.5 stars,No,L.A. Confidential (1997),L.A. Confidential ,video.movie,http://www.imdb.com/title/tt0119488/,l a confidential,"1,997",1997,1997,0,0,0,0,0,0,1,0,1,8280,0,0,0,0,0,0,8.3,0,0,1,0,1,319796,0,0,0,0,0,0,0,0,0
Yes,No,No,Yes,Yes,4.5 stars,No,Prinzessin Mononoke (1997),Prinzessin Mononoke ,video.movie,http://www.imdb.com/title/tt0119698/,prinzessin mononoke,"1,997",1997,1997,0,0,1,1,0,0,0,0,0,8040,0,1,0,0,0,0,8.5,0,0,0,0,1,150101,0,0,0,0,0,0,0,0,0
Yes,No,No,Yes,Yes,4.5 stars,No,Die Truman Show (1998),Die Truman Show ,video.movie,http://www.imdb.com/title/tt0120382/,die truman show,"1,998",1998,1998,0,0,0,0,0,1,0,0,1,6180,0,0,0,0,0,0,8.0,0,0,0,0,1,455656,0,0,1,0,0,0,0,0,0
Yes,Yes,No,No,No,4.5 stars,No,American History X (1998),American History X ,video.movie,http://www.imdb.com/title/tt0120586/,american history x,"1,998",1998,1998,0,0,0,0,0,0,1,0,1,7140,0,0,0,0,0,0,8.6,0,0,0,0,1,550302,0,0,0,0,0,0,0,0,0
Yes,Yes,No,Yes,No,4.5 stars,No,The Green Mile (1999),The Green Mile ,video.movie,http://www.imdb.com/title/tt0120689/,the green mile,"1,999",1999,1999,0,0,0,0,0,0,1,0,1,11340,0,1,0,0,0,0,8.5,0,0,0,0,1,499240,0,0,0,0,0,0,0,0,0
No,Yes,No,No,Yes,4.5 stars,No,Bube Dame König grAS (1998),Bube Dame König grAS ,video.movie,http://www.imdb.com/title/tt0120735/,bube dame k nig gras,"1,998",1998,1998,0,0,0,0,0,1,1,0,0,6420,0,0,0,0,0,0,8.2,0,0,0,0,1,304448,0,0,0,0,0,0,0,0,0
Yes,No,No,Yes,No,4.5 stars,No,Der Herr der Ringe - Die Gefährten (2001),Der Herr der Ringe - Die Gefährten ,video.movie,http://www.imdb.com/title/tt0120737/,der herr der ringe die gef hrten,"2,001",2001,2001,1,0,1,0,0,0,0,0,0,10680,0,1,0,0,0,0,8.9,0,0,0,0,1,871819,0,0,0,0,0,0,0,0,0
Yes,No,No,No,No,4.5 stars,No,Der Soldat James Ryan (1998),Der Soldat James Ryan ,video.movie,http://www.imdb.com/title/tt0120815/,der soldat james ryan,"1,998",1998,1998,1,0,0,0,0,0,0,0,1,10140,0,0,0,0,0,0,8.6,0,0,0,0,1,600405,0,0,0,0,0,0,0,1,0
Yes,No,No,Yes,No,4.5 stars,No,Matrix (1999),Matrix ,video.movie,http://www.imdb.com/title/tt0133093/,matrix,"1,999",1999,1999,1,0,0,0,0,0,0,0,0,8160,0,0,0,0,0,0,8.7,0,0,0,0,1,841150,0,0,1,0,0,0,0,0,0
Yes,No,No,No,No,4.5 stars,No,Fight Club (1999),Fight Club ,video.movie,http://www.imdb.com/title/tt0137523/,fight club,"1,999",1999,1999,0,0,0,0,0,0,0,0,1,8340,0,0,0,0,0,0,8.9,0,0,0,0,1,900388,0,0,0,0,0,0,0,0,0
Yes,No,No,No,No,4.5 stars,No,Das Fest (1998),Das Fest ,video.movie,http://www.imdb.com/title/tt0154420/,das fest,"1,998",1998,1998,0,0,0,0,0,0,0,0,1,6300,0,0,0,0,0,0,8.2,0,0,0,0,1,52322,0,0,0,0,0,0,0,0,0
Yes,No,No,Yes,No,4.5 stars,No,Der Herr der Ringe - Die Rückkehr des Königs (2003),Der Herr der Ringe - Die Rückkehr des Königs ,video.movie,http://www.imdb.com/title/tt0167260/,der herr der ringe die r ckkehr des k nigs,"2,003",2003,2003,1,0,1,0,0,0,0,0,0,12060,0,1,0,0,0,0,8.9,0,0,0,0,1,845383,0,0,0,0,0,0,0,0,0
Yes,No,No,Yes,No,4.5 stars,No,Der Herr der Ringe - Die zwei Türme (2002),Der Herr der Ringe - Die zwei Türme ,video.movie,http://www.imdb.com/title/tt0167261/,der herr der ringe die zwei t rme,"2,002",2002,2002,1,0,1,0,0,0,0,0,0,10740,0,1,0,0,0,0,8.8,0,0,0,0,1,760587,0,0,0,0,0,0,0,0,0
